company,url,flag,industry,size
Hogan (Concrete) Ltd,https://www.hogan-group.co.uk/,,Manufacture of ready-mixed concrete,Small (turnover ≤£10.2m)
Mega Marble Limited,https://megamarble.co.uk/,,"Cutting, shaping and finishing of stone",Small (turnover ≤£10.2m)
Dura Manufacturing Limited,https://duramanufacturing.co.uk/,,Manufacture of basic iron and steel and of ferro-alloys,Small (turnover ≤£10.2m)
Essex Laser Job Shop Limited,https://www.essexlaser.co.uk/,,Manufacture of metal structures and parts of structures,Small (turnover ≤£10.2m)
Cannon Technologies Europe Ltd,https://cannontech.co.uk/,,Manufacture of metal structures and parts of structures,Small (turnover ≤£10.2m)
Lanarkshire Welding Company Limited,https://ukbridgefabricators.co.uk/,,Manufacture of metal structures and parts of structures,Small (turnover ≤£10.2m)
Windell Limited,https://windell.co.uk/,,Manufacture of doors and windows of metal,Small (turnover ≤£10.2m)
Benweldsecure Ltd,https://www.benweld.co.uk/,,Manufacture of doors and windows of metal,Small (turnover ≤£10.2m)
Platinum Precision Sheet Metal Limited,https://platinumstairlifts.com/,,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",Small (turnover ≤£10.2m)
Atlas Coating Limited,http://www.atlascoating.co.uk/,,Treatment and coating of metals,Small (turnover ≤£10.2m)
A1 Precision Engineering (2015) Ltd,https://a1precision.co.uk/,,Machining,Small (turnover ≤£10.2m)
Alwayse Engineering Limited,https://alwayse.co.uk/,,Machining,Small (turnover ≤£10.2m)
GMD Eurotool Ltd.,https://www.gmdeurotool.co.uk/,,Machining,Small (turnover ≤£10.2m)
Brittex Engineering Limited,https://brittex-engineering.co.uk/,,Machining,Small (turnover ≤£10.2m)
KMF Precision Engineering Limited,https://www.kmf.co.uk/,,Machining,Small (turnover ≤£10.2m)
3 K's Engineering Company Limited,https://www.3ksengineering.com/,,Machining,Small (turnover ≤£10.2m)
Blackhill Engineering Services Limited,https://scgroup-global.com/blackhill-engineering-services/,,Machining,Small (turnover ≤£10.2m)
Woollard & Henry Engineering Ltd,https://www.woollardandhenry.com/,,Machining,Small (turnover ≤£10.2m)
Vulcan Completion Products UK Limited,https://www.vulcan-cp.com/,,Manufacture of tools,Small (turnover ≤£10.2m)
The Micro Spring & Presswork Company Limited,https://www.microspring.co.uk/,,"Manufacture of wire products, chain and springs",Small (turnover ≤£10.2m)
HTA Group Limited,https://www.htagroup.co.uk/,,Manufacture of other fabricated metal products n.e.c.,Small (turnover ≤£10.2m)
Troax Lee Manufacturing Limited,https://www.troax.com/,,Manufacture of other fabricated metal products n.e.c.,Small (turnover ≤£10.2m)
Samson Controls Ltd,https://uk.samsongroup.com/,,Manufacture of other fabricated metal products n.e.c.,Small (turnover ≤£10.2m)
C-MAC SMT Limited,https://cmac.com/,,Manufacture of loaded electronic boards,Small (turnover ≤£10.2m)
Continental Automotive UK Limited,https://www.continental-aftermarket.com/gb-en,,Manufacture of telegraph and telephone apparatus and equipment,Small (turnover ≤£10.2m)
Hybrid Instruments Limited,https://hybridinstruments.com/,,"Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",Small (turnover ≤£10.2m)
Marlec Engineering Company Limited,http://www.marlec.co.uk/,,"Manufacture of electric motors, generators and transformers",Small (turnover ≤£10.2m)
Schaltbau Machine Electrics Limited,http://www.schaltbau.com/,,Manufacture of electricity distribution and control apparatus,Small (turnover ≤£10.2m)
P4 Limited,http://www.p4fastel.co.uk/,,Manufacture of electric lighting equipment,Small (turnover ≤£10.2m)
Mechan Limited,http://www.mechan.co.uk/,,Manufacture of lifting and handling equipment,Small (turnover ≤£10.2m)
Fredshaw & Co Limited,http://www.fredshaw.co.uk/,,Manufacture of non-domestic cooling and ventilation equipment,Small (turnover ≤£10.2m)
MI Vehicle Integration Limited,http://www.mi-vehicleintegration.com/,,Manufacture of bodies (coachwork) for motor vehicles (except caravans),Small (turnover ≤£10.2m)
Sedus Stoll Limited,https://www.sedus.com/en/,,Manufacture of office and shop furniture,Small (turnover ≤£10.2m)
P.J. Livesey (Manufacturing) Limited,https://www.pjlivesey-group.co.uk/,,Manufacture of kitchen furniture,Small (turnover ≤£10.2m)
Zystm UK Limited,https://zystm.com/en/,,Manufacture of other furniture,Small (turnover ≤£10.2m)
Caloo Limited,http://www.caloo.co.uk/,,Manufacture of sports goods,Small (turnover ≤£10.2m)
Inovus Limited,https://inovus.org/,,Manufacture of medical and dental instruments and supplies,Small (turnover ≤£10.2m)
Kimal Medical Systems Limited,http://www.kimal.com/,,Manufacture of medical and dental instruments and supplies,Small (turnover ≤£10.2m)
Roadgas Limited,http://roadgas.co.uk/,,Other manufacturing n.e.c.,Small (turnover ≤£10.2m)
Donnelly Cabins Ltd,https://donnellycabins.com/,,Other manufacturing n.e.c.,Small (turnover ≤£10.2m)
Caldan Conveyor Limited,https://caldan.dk/,,Repair of machinery,Small (turnover ≤£10.2m)
Hamilton Jet (UK) Limited,https://www.hamiltonjet.com/,,Repair and maintenance of ships and boats,Small (turnover ≤£10.2m)
Bizlink Tailor-Made Cable UK Limited,http://www.bizlink-tmc.co.uk/,,Installation of industrial machinery and equipment,Small (turnover ≤£10.2m)
Stannah Microlifts Limited,https://www.stannahlifts.co.uk/,,Installation of industrial machinery and equipment,Small (turnover ≤£10.2m)
Alcemi Storage Developments 2 Limited,https://alcemi.com/,,Production of electricity,Small (turnover ≤£10.2m)
Aberdeen Heat and Power Company Limited,https://www.aberdeenheatandpower.co.uk/,,Production of electricity,Small (turnover ≤£10.2m)
Lagan Meica Limited,https://laganmeica.com/,,Sewerage,Small (turnover ≤£10.2m)
Riverridge (Mallusk) Limited,https://riverridge.co.uk/,,Collection of non-hazardous waste,Small (turnover ≤£10.2m)
Neales Waste Management Limited,http://www.neales-waste.co.uk/?utm_source=GMB&utm_medium=organic,,Treatment and disposal of non-hazardous waste,Small (turnover ≤£10.2m)
Circle Recycling Limited,http://www.circlerecycling.co.uk/,,Recovery of sorted materials,Small (turnover ≤£10.2m)
Broadway Living RP Limited,http://broadwayliving.co.uk/,,Development of building projects,Small (turnover ≤£10.2m)
Drum Capital Projects Ltd,http://www.drumpropertygroup.com/,,Development of building projects,Small (turnover ≤£10.2m)
Budock Vean Developments Limited,https://www.budockvean.co.uk/,,Development of building projects,Small (turnover ≤£10.2m)
Chapter Homes Durham Limited,https://www.chapterhomes.co.uk/,,Construction of domestic buildings,Small (turnover ≤£10.2m)
The Wee House Company Ltd,https://theweehousecompany.co.uk/,,Construction of domestic buildings,Small (turnover ≤£10.2m)
MCM Architecture Ltd.,http://www.mcm-uk.com/,,Construction of commercial buildings,Small (turnover ≤£10.2m)
Marden Essex Limited,https://www.mardenhomes.co.uk/,,Construction of domestic buildings,Small (turnover ≤£10.2m)
Woldingham Homes Limited,http://woldinghamhomes.com/,,Construction of domestic buildings,Small (turnover ≤£10.2m)
Newett Homes (Fenay Bridge) Limited,https://newetthomes.co.uk/,,Construction of domestic buildings,Small (turnover ≤£10.2m)
William Thompson Homes Ltd,https://www.wthomes.co.uk/,,Construction of domestic buildings,Small (turnover ≤£10.2m)
R. Lindsay and Company (Contractors) Limited,https://www.rlindsay.com/,,Construction of roads and motorways,Small (turnover ≤£10.2m)
Doig and Smith Ltd,https://www.doigandsmith.co.uk/,,Construction of other civil engineering projects n.e.c.,Small (turnover ≤£10.2m)
Logical Contracting Limited,https://www.logicalps.com/,,Construction of other civil engineering projects n.e.c.,Small (turnover ≤£10.2m)
R V Dart & Son (Builders) Limited,http://www.rvdart.co.uk/,,Construction of other civil engineering projects n.e.c.,Small (turnover ≤£10.2m)
James Strang Limited,http://www.jamesstrang.co.uk/,,Construction of other civil engineering projects n.e.c.,Small (turnover ≤£10.2m)
Aertec Solutions Limited,http://www.aertecsolutions.com/,,Construction of other civil engineering projects n.e.c.,Small (turnover ≤£10.2m)
Graham Heath Construction Limited,https://www.gh-construction.co.uk/,,Electrical installation,Small (turnover ≤£10.2m)
DPC Electrical Contracts Ltd,http://dpclimited.com/,,Electrical installation,Small (turnover ≤£10.2m)
Elm Building Service Engineers Ltd,https://elmbuildingservices.co.uk/,,Electrical installation,Small (turnover ≤£10.2m)
Future Energy Solutions European Lighting Group Limited,https://uk.feslighting.com/,,Electrical installation,Small (turnover ≤£10.2m)
Renelec Building Services Limited,https://www.renelecgroup.co.uk/,,Electrical installation,Small (turnover ≤£10.2m)
Burtonwood Generator and Switchgear Services Limited,http://www.burtonwoodgroup.com/,,Electrical installation,Small (turnover ≤£10.2m)
JW Morris Limited,https://morrisline.co.uk/,,Electrical installation,Small (turnover ≤£10.2m)
Griven UK Ltd,https://www.griven.com/en/,,Electrical installation,Small (turnover ≤£10.2m)
Jet Environmental Systems Limited,https://www.jetenvironmental.com/,,"Plumbing, heat and air-conditioning installation",Small (turnover ≤£10.2m)
Borahurst Limited,https://www.borahurst.com/,,"Plumbing, heat and air-conditioning installation",Small (turnover ≤£10.2m)
Mellor Bromley Air Conditioning Services Limited,http://www.mellorbromley.co.uk/,,"Plumbing, heat and air-conditioning installation",Small (turnover ≤£10.2m)
K S Barry (Plumbing & Heating) Limited,https://www.ksbarry.com/,,"Plumbing, heat and air-conditioning installation",Small (turnover ≤£10.2m)
Robert Kirkland (Blyth) Limited,http://r-kirkland.co.uk/,,"Plumbing, heat and air-conditioning installation",Small (turnover ≤£10.2m)
Peak 15 Property Services Ltd,http://www.peak15propertyservices.co.uk/,,"Plumbing, heat and air-conditioning installation",Small (turnover ≤£10.2m)
S. R. Black Plumbing and Heating Ltd,http://www.srblack.com/,,"Plumbing, heat and air-conditioning installation",Small (turnover ≤£10.2m)
Ongo Heating & Plumbing Limited,https://www.ongo.co.uk/,,"Plumbing, heat and air-conditioning installation",Small (turnover ≤£10.2m)
Oakes Energy Services Ltd,https://www.oakesenergy.co.uk/,,"Plumbing, heat and air-conditioning installation",Small (turnover ≤£10.2m)
Protech Heating Limited,http://www.protech-heating.com/,,"Plumbing, heat and air-conditioning installation",Small (turnover ≤£10.2m)
50Five-(UK) Limited,https://www.50five.com/,,"Plumbing, heat and air-conditioning installation",Small (turnover ≤£10.2m)
EJ Interiors Limited,https://www.ej-interiors.co.uk/,,Other construction installation,Small (turnover ≤£10.2m)
Parr Projects Limited,https://www.parr-fm.com/,,Other construction installation,Small (turnover ≤£10.2m)
Structherm Limited,http://www.structherm.co.uk/,,Other construction installation,Small (turnover ≤£10.2m)
Imedco Limited,https://www.imedco.com/,,Other construction installation,Small (turnover ≤£10.2m)
Nolte Kitchens Contracts Limited,https://nolte-kitchens.co.uk/,,Joinery installation,Small (turnover ≤£10.2m)
Horbury South West Limited,https://www.horburysouthwest.com/,,Joinery installation,Small (turnover ≤£10.2m)
Curtis Moore Contracts Limited,https://www.curtismoore.co.uk/,,Joinery installation,Small (turnover ≤£10.2m)
Scotwood Interiors Ltd.,http://www.scotwood.com/,,Joinery installation,Small (turnover ≤£10.2m)
The Joinery Workshop (Orpington) Ltd,https://www.joinery-workshop.com/,,Joinery installation,Small (turnover ≤£10.2m)
CTN Exhibitions Ltd,https://ctn-uk.com/,,Floor and wall covering,Small (turnover ≤£10.2m)
Alfred Bagnall & Sons (Midlands) Limited,https://www.bagnalls.co.uk/,,Painting,Small (turnover ≤£10.2m)
VGV Façades UK Ltd,https://vgv-facades.com/,,Glazing,Small (turnover ≤£10.2m)
Sky-Frame Limited,https://www.sky-frame.com/en/,,Glazing,Small (turnover ≤£10.2m)
Merit Glazing Solutions Limited,https://www.themeritgroup.co.uk/glazing-solutions/,,Glazing,Small (turnover ≤£10.2m)
Alfred Bagnall & Sons (Restoration) Limited,https://www.bagnalls.co.uk/,,Other building completion and finishing,Small (turnover ≤£10.2m)
Watson and Lyall Limited,https://watsonandlyall.co.uk/,,Other building completion and finishing,Small (turnover ≤£10.2m)
Junkyard Golf Club (Workshop) Ltd,https://www.junkyardgolfclub.co.uk/,,Other building completion and finishing,Small (turnover ≤£10.2m)
Vector-Foiltec Limited,https://lightspanetfe.com/,,Roofing activities,Small (turnover ≤£10.2m)
Fatra U.K. Limited,http://www.fatra.co.uk/,,Roofing activities,Small (turnover ≤£10.2m)
ICB (Waterproofing) Ltd,http://www.icb.uk.com/,,Other specialised construction activities n.e.c.,Small (turnover ≤£10.2m)
Glebe Fencing Limited,https://glebefencing.co.uk/,,Other specialised construction activities n.e.c.,Small (turnover ≤£10.2m)
Testing Installation Correlation Services (Global) Limited,https://www.trackwork.co.uk/,,Other specialised construction activities n.e.c.,Small (turnover ≤£10.2m)
Woodbourne Ventures (SC) Ltd,https://woodbournegroup.com/,,Sale of new cars and light motor vehicles,Small (turnover ≤£10.2m)
Harvey Cooper Cars Limited,https://www.harveycoopercars.co.uk/,,Sale of used cars and light motor vehicles,Small (turnover ≤£10.2m)
Dumpton Park Garage Limited,https://www.dumptonpark.co.uk/,,Sale of new cars and light motor vehicles,Small (turnover ≤£10.2m)
Paul Price (Kingsway) Limited,https://www.paulpricecars.co.uk/,,Sale of used cars and light motor vehicles,Small (turnover ≤£10.2m)
Farmer Autocare North Limited,https://www.farmerautocare.com/,,Maintenance and repair of motor vehicles,Small (turnover ≤£10.2m)
F.W. Abbott Limited,http://fwabbott.co.uk/,,Maintenance and repair of motor vehicles,Small (turnover ≤£10.2m)
BP Rolls (Newport) Limited,http://www.bprolls.co.uk/,,Maintenance and repair of motor vehicles,Small (turnover ≤£10.2m)
Ocean Automotive (Bodyshops) Limited,http://www.oceanautomotive.co.uk/,,Maintenance and repair of motor vehicles,Small (turnover ≤£10.2m)
Spectrum Vehicle Repairers (Kent) Limited,http://www.spectrumvr.co.uk/,,Maintenance and repair of motor vehicles,Small (turnover ≤£10.2m)
Plantexpand Limited,http://www.plantexpand.com/,,Maintenance and repair of motor vehicles,Small (turnover ≤£10.2m)
Trac Engineering Limited,https://tracengineering.com/,,Maintenance and repair of motor vehicles,Small (turnover ≤£10.2m)
Trumbar Truck Care Limited,https://bartrums.com/,,Maintenance and repair of motor vehicles,Small (turnover ≤£10.2m)
Spectrum Vehicle Repairers (Essex) Limited,https://www.spectrumvr.co.uk/,,Maintenance and repair of motor vehicles,Small (turnover ≤£10.2m)
Halliwell Jones (Wilmslow) Bodyshop Limited,https://www.halliwelljoneswilmslowbmw.co.uk/,,Maintenance and repair of motor vehicles,Small (turnover ≤£10.2m)
J Lewis (Auto Electrical) Limited,https://www.jlae.co.uk/,,Maintenance and repair of motor vehicles,Small (turnover ≤£10.2m)
L & I Eaton Limited,https://www.lieaton.co.uk/,,Maintenance and repair of motor vehicles,Small (turnover ≤£10.2m)
Serenco (UK) Limited,http://www.serenco.co.uk/,,Wholesale trade of motor vehicle parts and accessories,Small (turnover ≤£10.2m)
HKS Europe Limited,http://www.hkseurope.com/,,Wholesale trade of motor vehicle parts and accessories,Small (turnover ≤£10.2m)
EVBox UK & Ireland Limited,https://evbox.com/uk-en,,Wholesale trade of motor vehicle parts and accessories,Small (turnover ≤£10.2m)
BP Commercials Limited,http://www.bpcommercials.com/,,Retail trade of motor vehicle parts and accessories,Small (turnover ≤£10.2m)
F W Morgan (TBS) Limited,http://www.fwmorgan.com/,,Agents involved in the sale of timber and building materials,Small (turnover ≤£10.2m)
Kakinuma (Europe) Limited,https://www.kakinuma-grp.co.uk/,,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft",Small (turnover ≤£10.2m)
Scoffs (Miss Millies) Limited,https://scoffs-group.co.uk/,,"Agents involved in the sale of food, beverages and tobacco",Small (turnover ≤£10.2m)
Demos Ciclitira Limited,https://demos-uk.com/,,Wholesale of fruit and vegetables,Small (turnover ≤£10.2m)
Garden of Elveden Limited,https://www.gardenofelveden.com/,,Wholesale of fruit and vegetables,Small (turnover ≤£10.2m)
Lactalis (UK) Limited,http://www.lactalis.co.uk/,,"Wholesale of dairy products, eggs and edible oils and fats",Small (turnover ≤£10.2m)
Eurowines Limited,https://www.eurowines.co.uk/,,"Wholesale of wine, beer, spirits and other alcoholic beverages",Small (turnover ≤£10.2m)
Snowden and Company (Cardiff) Limited,https://www.snowdens-cardiff.co.uk/,,"Wholesale of other food, including fish, crustaceans and molluscs",Small (turnover ≤£10.2m)
Targeter (UK) Limited,https://www.targeter.net/,,"Non-specialised wholesale of food, beverages and tobacco",Small (turnover ≤£10.2m)
Kobe UK Limited,http://www.kobe.eu/,,Wholesale of textiles,Small (turnover ≤£10.2m)
Chase Erwin Limited,https://chase-erwin.com/,,Wholesale of textiles,Small (turnover ≤£10.2m)
Shoe The Bear UK Limited,https://shoethebear.co.uk/,,Wholesale of clothing and footwear,Small (turnover ≤£10.2m)
Murray Uniforms Ltd,https://www.murrayuniforms.com/,,Wholesale of clothing and footwear,Small (turnover ≤£10.2m)
RSN.UK Limited,https://www.riedel.com/,,Wholesale of china and glassware and cleaning materials,Small (turnover ≤£10.2m)
Perfume Supplies Limited,http://www.perfumesupplies.co.uk/,,Wholesale of perfume and cosmetics,Small (turnover ≤£10.2m)
Hemodia UK Ltd,https://www.hemodia.com/en,,Wholesale of pharmaceutical goods,Small (turnover ≤£10.2m)
Strings & Things Limited,https://www.stringsandthings.co.uk/,,Wholesale of musical instruments,Small (turnover ≤£10.2m)
Axiomtek UK Limited,http://www.axiomtek.co.uk/,,"Wholesale of computers, computer peripheral equipment and software",Small (turnover ≤£10.2m)
Aiphone UK Limited,https://www.aiphone.co.uk/,,Wholesale of electronic and telecommunications equipment and parts,Small (turnover ≤£10.2m)
EDAC (Europe) Limited,http://edac.net/,,Wholesale of electronic and telecommunications equipment and parts,Small (turnover ≤£10.2m)
Charterhouse Turf Machinery Limited,http://www.redexim.com/uk,,"Wholesale of agricultural machinery, equipment and supplies",Small (turnover ≤£10.2m)
Emak UK Limited,https://www.oleo-mac.co.uk/,,Wholesale of machine tools,Small (turnover ≤£10.2m)
Delden Machinery Limited,http://www.deldencranes.co.uk/,,"Wholesale of mining, construction and civil engineering machinery",Small (turnover ≤£10.2m)
Edding (U.K.) Limited,https://www.edding.com/en-uk/,,Wholesale of other office machinery and equipment,Small (turnover ≤£10.2m)
Obara Corp. Limited,https://obara.co.uk/,,Wholesale of other machinery and equipment,Small (turnover ≤£10.2m)
Rekers (U.K.) Limited,https://www.rekers.de/en/,,Wholesale of other machinery and equipment,Small (turnover ≤£10.2m)
Rheavendors UK Ltd,https://www.rheavendors.co.uk/,,Wholesale of other machinery and equipment,Small (turnover ≤£10.2m)
Saveco Environmental Limited,http://www.saveco-water.co.uk/,,Wholesale of other machinery and equipment,Small (turnover ≤£10.2m)
Abicor Binzel (U.K.) Limited,https://www.binzel-abicor.com/UK/eng/,,Wholesale of other machinery and equipment,Small (turnover ≤£10.2m)
Rems (U.K.) Limited,http://www.rems.de/,,Wholesale of other machinery and equipment,Small (turnover ≤£10.2m)
J.A.K Marketing Limited,https://www.jakmarketing.co.uk/,,Wholesale of other machinery and equipment,Small (turnover ≤£10.2m)
Rearo Supplies Limited,http://www.rearosupplies.co.uk/,,Wholesale of other fuels and related products,Small (turnover ≤£10.2m)
Ampere UK Limited,https://shop.amperesystem.co.uk/,,Wholesale of metals and metal ores,Small (turnover ≤£10.2m)
Wedi Systems (UK) Limited,https://www.wedi.net/uk/,,"Wholesale of wood, construction materials and sanitary equipment",Small (turnover ≤£10.2m)
RGB Facades Limited,https://www.rgbfacades.co.uk/,,"Wholesale of wood, construction materials and sanitary equipment",Small (turnover ≤£10.2m)
Sparwindows Ltd.,https://www.sparwindows.co.uk/,,"Wholesale of wood, construction materials and sanitary equipment",Small (turnover ≤£10.2m)
Pittsburgh Corning (United Kingdom) Limited,http://www.foamglas.co.uk/,,"Wholesale of wood, construction materials and sanitary equipment",Small (turnover ≤£10.2m)
IV Produkt Limited,https://www.ivprodukt.com/,,"Wholesale of hardware, plumbing and heating equipment and supplies",Small (turnover ≤£10.2m)
Navien UK Ltd,https://navien.co.uk/,,"Wholesale of hardware, plumbing and heating equipment and supplies",Small (turnover ≤£10.2m)
Weishaupt (U.K.) Limited,https://www.weishaupt.co.uk/,,"Wholesale of hardware, plumbing and heating equipment and supplies",Small (turnover ≤£10.2m)
Riverside Aromatics Limited,https://riversidearomatics.com/,,Wholesale of chemical products,Small (turnover ≤£10.2m)
Forchem Ltd.,https://www.forchem.com/,,Wholesale of chemical products,Small (turnover ≤£10.2m)
Wunder-Bar Dispensing UK Limited,https://wunderbardispensing.co.uk/,,Wholesale of other intermediate products,Small (turnover ≤£10.2m)
Jaga Heating Products (UK) Limited,https://jaga.co.uk/,,Wholesale of other intermediate products,Small (turnover ≤£10.2m)
Gerrards Precious Metals (UK) Limited,http://gerrardsonline.co.uk/,,Wholesale of waste and scrap,Small (turnover ≤£10.2m)
Wild Water Transport Limited,https://www.wildwatergroup.com/,,Non-specialised wholesale trade,Small (turnover ≤£10.2m)
Testbourne Limited,https://www.testbourne.com/,,Non-specialised wholesale trade,Small (turnover ≤£10.2m)
Holme Dodsworth (Rock Salt) Limited,https://www.holmedodsworth.com/,,Non-specialised wholesale trade,Small (turnover ≤£10.2m)
Harvard University Press Limited,https://www.hup.harvard.edu/,,Non-specialised wholesale trade,Small (turnover ≤£10.2m)
Lanogreen UK Limited,https://lanogreen.com/,,Non-specialised wholesale trade,Small (turnover ≤£10.2m)
Cheerful Links (Manchester) Limited,https://cheerfullinks.com/,,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",Small (turnover ≤£10.2m)
NMA (Enterprises) Limited,https://thenma.org.uk/,,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",Small (turnover ≤£10.2m)
TFC Camberwell Limited,https://tfcsupermarket.com/,,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",Small (turnover ≤£10.2m)
Staffordshire Wildlife Trading Limited,https://www.staffs-wildlife.org.uk/,,Other retail sale in non-specialised stores,Small (turnover ≤£10.2m)
Kosher Deli (Manchester) Limited,http://www.kosherdeli.co.uk/,,Retail sale of meat and meat products in specialised stores,Small (turnover ≤£10.2m)
Kosher Deli (Borehamwood) Limited,https://kosherdeli.co.uk/,,Retail sale of meat and meat products in specialised stores,Small (turnover ≤£10.2m)
Whirlow Hall Farm Limited,https://www.whirlowhallfarm.org/,,Retail sale of meat and meat products in specialised stores,Small (turnover ≤£10.2m)
Auld's Catering Limited,https://www.aulds.co.uk/,,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",Small (turnover ≤£10.2m)
Jaldma Limited,https://www.mcswiggans.co.uk/,,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",Small (turnover ≤£10.2m)
Jeroboams Shops Limited,http://www.jeroboams.co.uk/,,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",Small (turnover ≤£10.2m)
Sally Clarke (Westbourne Grove) Limited,https://www.sallyclarke.com/,,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",Small (turnover ≤£10.2m)
Laderach (UK) Limited,https://laderach.com/uk-en/,,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",Small (turnover ≤£10.2m)
Black Sheep Coffee Franchising Limited,https://leavetheherdbehind.com/,,Retail sale of beverages in specialised stores,Small (turnover ≤£10.2m)
Biogaia UK Limited,https://uk.biogaia.com/,,Other retail sale of food in specialised stores,Small (turnover ≤£10.2m)
Graviss UK PVT Ltd,https://www.gravissuk.co.uk/,,Other retail sale of food in specialised stores,Small (turnover ≤£10.2m)
Creightons of Blacks Road Ltd,https://www.creightons.co.uk/,,Retail sale of automotive fuel in specialised stores,Small (turnover ≤£10.2m)
Zimmer + Rohde U.K. Limited,https://www.zimmer-rohde.com/en/,,Retail sale of textiles in specialised stores,Small (turnover ≤£10.2m)
Benjamin Moore UK Limited,http://www.benjaminmoorepaint.co.uk/,,"Retail sale of hardware, paints and glass in specialised stores",Small (turnover ≤£10.2m)
Eguchi Iwao Europe Limited,https://www.eguchi-iwao.co.uk/,,"Retail sale of hardware, paints and glass in specialised stores",Small (turnover ≤£10.2m)
Fineweave Carpets Limited,https://www.fineweave.co.uk/index.html,,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",Small (turnover ≤£10.2m)
Eurocave Importers Limited,https://www.eurocave.co.uk/,,Retail sale of electrical household appliances in specialised stores,Small (turnover ≤£10.2m)
Moooi UK Limited,https://www.moooi.com/uk,,"Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",Small (turnover ≤£10.2m)
Carl Hansen & Son UK Limited,https://carlhansen.com/en,,"Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",Small (turnover ≤£10.2m)
Roundhouse (Nightingale Lane) Limited,https://roundhousedesign.com/,,"Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",Small (turnover ≤£10.2m)
South Devon Railway Retail and Catering Limited,https://www.southdevonrailway.co.uk/,,Retail sale of books in specialised stores,Small (turnover ≤£10.2m)
Sanlorenzo Yachts Limited,http://www.sanlorenzoyachts.co.uk/,,"Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",Small (turnover ≤£10.2m)
Bonpoint UK Limited,https://uk.bonpoint.com/,,Retail sale of clothing in specialised stores,Small (turnover ≤£10.2m)
Suit Supply UK Limited,https://suitsupply.com/,,Retail sale of clothing in specialised stores,Small (turnover ≤£10.2m)
Agnes B. U.K. Limited,https://www.agnesb.com/en-uk,,Retail sale of clothing in specialised stores,Small (turnover ≤£10.2m)
Peter Buckley Limited,https://www.peterbuckley.co.uk/,,Dispensing chemist in specialised stores,Small (turnover ≤£10.2m)
Avicenna Holdings Ltd,https://members.avicenna.org/,,Dispensing chemist in specialised stores,Small (turnover ≤£10.2m)
Swallow Aquatics (Colchester) Limited,https://www.swallowaquatics.co.uk/,,"Retail sale of flowers, plants, seeds, fertilizers, pet animals and pet food in specialised stores",Small (turnover ≤£10.2m)
Xupes Handbags & Jewellery Ltd,https://www.xupes.com/,,Retail sale of watches and jewellery in specialised stores,Small (turnover ≤£10.2m)
David Yurman UK Limited,https://www.davidyurman.com/,,Retail sale of watches and jewellery in specialised stores,Small (turnover ≤£10.2m)
Dove House Trading Limited,https://www.dovehouse.org.uk/,,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Small (turnover ≤£10.2m)
Ty Hafan Trading Limited,https://www.tyhafan.org/,,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Small (turnover ≤£10.2m)
Wedding Presents Direct Limited,http://www.weddingpresentco.com/,,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Small (turnover ≤£10.2m)
Sandiland Sheep Fold Ltd,https://www.sheepfold.co.uk/,,Raising of sheep and  goats,Small (turnover ≤£10.2m)
Acc-Sel Genetics Limited,https://www.wwsires.co.uk,,Support activities for crop production,Small (turnover ≤£10.2m)
Halley Stevensons (Dyers & Finishers) Limited,https://halleystevensons.co.uk,,Finishing of textiles,Small (turnover ≤£10.2m)
Timber Windows.com Limited,https://www.timberwindows.com,,Manufacture of other builders' carpentry and joinery,Small (turnover ≤£10.2m)
B J Chant & Sons Limited,http://www.bjchant.co.uk,,Printing n.e.c.,Small (turnover ≤£10.2m)
B S Polythene Limited,https://bspolythene.co.uk,,Manufacture of other plastic products,Small (turnover ≤£10.2m)
APS Metal Pressings Limited,https://www.apsmith.co.uk,,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",Small (turnover ≤£10.2m)
Permat Machines Limited,https://www.permat.com,,Manufacture of tools,Small (turnover ≤£10.2m)
Seminar Components (U.K.) Limited,https://seminar-components.co.uk,,Manufacture of other fabricated metal products n.e.c.,Small (turnover ≤£10.2m)
Itech (Scotland) Ltd.,http://www.itechbw.co.uk/,,Manufacture of electronic industrial process control equipment,Small (turnover ≤£10.2m)
The Widd Group Limited,https://www.widdsigns.co.uk,,Manufacture of electric lighting equipment,Small (turnover ≤£10.2m)
