company,url,flag,industry,size
T A Fisher & Sons Limited,https://www.tafisher.co.uk/,,Construction of commercial buildings,Large (turnover >£36m or public co.)
Conlon Construction Limited,https://conlon-construction.co.uk/,,Development of building projects,Large (turnover >£36m or public co.)
CW Wood Wharf H2 Limited,http://southbankplaceconstruction.com/,,Development of building projects,Large (turnover >£36m or public co.)
Coastline Homes Limited,https://www.coastlinehousing.co.uk/,,Development of building projects,Large (turnover >£36m or public co.)
McLaren Construction (UK) Limited,https://www.mclarengroup.com/,,Construction of commercial buildings,Large (turnover >£36m or public co.)
Openview Security Solutions Limited,http://openviewgroup.com/,,Electrical installation,Large (turnover >£36m or public co.)
D.S. Watson Civil Engineering (Anglia) Limited,https://www.dswatson.co.uk/,,Construction of other civil engineering projects n.e.c.,Large (turnover >£36m or public co.)
Trad Hire & Sales Limited,https://traduk.co.uk/,,Other specialised construction activities n.e.c.,Large (turnover >£36m or public co.)
Neways Associates Limited,http://www.newayspropertycare.co.uk,,Other specialised construction activities n.e.c.,Large (turnover >£36m or public co.)
Fairview New Homes (London) No.2 Limited,https://www.fairview.co.uk/,,Development of building projects,Large (turnover >£36m or public co.)
Pantera Carpentry (South East) Limited,https://panteracarpentry.com/,,Other specialised construction activities n.e.c.,Large (turnover >£36m or public co.)
Catchment Highland Limited,https://www.iml-uk.com/,,Development of building projects,Large (turnover >£36m or public co.)
Westfield Europe Limited,http://westfieldlondon-plans.co.uk/,,Development of building projects,Large (turnover >£36m or public co.)
A.T. Jones & Son Limited,http://atjones.net/,,Other building completion and finishing,Large (turnover >£36m or public co.)
The Plastic Surgeon Limited,http://www.plastic-surgeon.co.uk,,Other building completion and finishing,Large (turnover >£36m or public co.)
Roger Young Limited,http://www.rogeryoung.co.uk/,,Sale of new cars and light motor vehicles,Large (turnover >£36m or public co.)
Century Electrical Wholesale Ltd,https://centuryelectrical.co.uk/,,Non-specialised wholesale trade,Large (turnover >£36m or public co.)
Norty Limited,https://www.norty.com/,,Wholesale of clothing and footwear,Large (turnover >£36m or public co.)
H Walton Limited,https://www.hwaltons.co.uk/,,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",Large (turnover >£36m or public co.)
Corteva Agriscience UK Limited,https://www.corteva.com/uk,,Wholesale of chemical products,Large (turnover >£36m or public co.)
Steris Solutions Limited,https://shop.steris.com/,,Wholesale of pharmaceutical goods,Large (turnover >£36m or public co.)
Lenze Limited,http://www.lenze.com/en-gb/,,Wholesale of other intermediate products,Large (turnover >£36m or public co.)
Citygate Automotive Limited,https://citygate.co.uk/,,Sale of new cars and light motor vehicles,Large (turnover >£36m or public co.)
Bowker Blackburn Limited,http://www.bowkerblackburnbmw.co.uk/,,Sale of new cars and light motor vehicles,Large (turnover >£36m or public co.)
Midwich Limited,http://www.midwich.com/,,Non-specialised wholesale trade,Large (turnover >£36m or public co.)
Mayflex UK Limited,https://mayflex.com/,,Wholesale of other intermediate products,Large (turnover >£36m or public co.)
Mamas & Papas (Digital) Limited,https://www.mamasandpapas.com/pages/huddersfield-factory-shop,,Retail sale via mail order houses or via Internet,Large (turnover >£36m or public co.)
Susie Watson Designs Ltd,https://susiewatsondesigns.co.uk/,,Other retail sale in non-specialised stores,Large (turnover >£36m or public co.)
Ocean Partners UK Limited,http://oceanpartners.com/,,Wholesale of metals and metal ores,Large (turnover >£36m or public co.)
Harwoods Limited,https://www.harwoods.co.uk/,,Sale of new cars and light motor vehicles,Large (turnover >£36m or public co.)
"L.S. Smellie & Sons, Limited",https://www.lssmellie.co.uk/hamilton-house/,,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",Large (turnover >£36m or public co.)
David Luke Limited,http://www.davidluke.com,,Wholesale of clothing and footwear,Large (turnover >£36m or public co.)
New Breed (UK) Limited,http://www.nb-uk.co.uk,,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",Large (turnover >£36m or public co.)
Medisave (UK) Limited,https://www.medisave.co.uk/,,Retail sale of medical and orthopaedic goods in specialised stores (not incl. hearing aids) n.e.c.,Large (turnover >£36m or public co.)
F.Hinds Limited,https://www.fhinds.co.uk/,,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Large (turnover >£36m or public co.)
BoilerJuice Limited,https://www.boilerjuice.com/,,Wholesale of other fuels and related products,Large (turnover >£36m or public co.)
Lamex Foods Europe Limited,http://www.lamexfoods.eu/,,"Non-specialised wholesale of food, beverages and tobacco",Large (turnover >£36m or public co.)
Greenmill Supply Company Limited,https://www.greenmillac.com/,,"Wholesale of hardware, plumbing and heating equipment and supplies",Large (turnover >£36m or public co.)
Farmers Fresh (Wales) Limited,https://www.farmersfreshwales.com/,,Wholesale of meat and meat products,Large (turnover >£36m or public co.)
Tekjur Limited,http://juratek.com/,,Wholesale trade of motor vehicle parts and accessories,Large (turnover >£36m or public co.)
Mehler Texnologies Limited,http://www.mehler-texnologies.com/,,Wholesale of textiles,Large (turnover >£36m or public co.)
KPI OceanConnect Global Accounts Ltd,http://www.kpioceanconnect.com/,,Wholesale of other fuels and related products,Large (turnover >£36m or public co.)
NESLO DIRECT LIMITED,http://www.neslopartitioning.co.uk/,,"Wholesale of wood, construction materials and sanitary equipment",Micro (turnover ≤£632k)
ANMOL MANAGEMENT FACILITY SERVICES LTD,http://anmolfacility.co.uk/,,Private security activities,Micro (turnover ≤£632k)
PACIFIC PRODUCE LIMITED,https://www.pacificproduce.co.uk/,,Wholesale of fruit and vegetables,Large (turnover >£36m or public co.)
MILESTONE (RATHFRILAND) LIMITED,https://www.milestonerathfriland.com/,,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",Large (turnover >£36m or public co.)
PRINCE PETROLEUM LIMITED,https://prince-energy.co.uk/,,Wholesale of petroleum and petroleum products,Large (turnover >£36m or public co.)
RISCO GROUP UK LIMITED,https://riscogroup.com/en/,,Wholesale of electronic and telecommunications equipment and parts,Large (turnover >£36m or public co.)
W.H. BRAKSPEAR & SONS LIMITED,https://brakspear.co.uk/,,"Wholesale of wine, beer, spirits and other alcoholic beverages",Large (turnover >£36m or public co.)
G BRUCE & CO LIMITED,https://brusco.co.uk,,"Agents involved in the sale of food, beverages and tobacco",Large (turnover >£36m or public co.)
SUPERTUNE AUTOMOTIVE LTD.,https://www.supertune.co.uk/,,Wholesale trade of motor vehicle parts and accessories,Large (turnover >£36m or public co.)
PILOT PEN COMPANY (U.K.) LIMITED(THE),https://www.pilotpenuk.com/,,Non-specialised wholesale trade,Large (turnover >£36m or public co.)
SILS LIMITED,https://www.mysils.co.uk/,,Non-specialised wholesale trade,Large (turnover >£36m or public co.)
E E & BRIAN SMITH (1928) LIMITED,https://eebriansmith.com/,,Non-specialised wholesale trade,Large (turnover >£36m or public co.)
SAFETY FIRST AID GROUP LIMITED,https://www.safetyfirstaid.co.uk/,,Non-specialised wholesale trade,Large (turnover >£36m or public co.)
WINTER & CO. UK LIMITED,https://www.winter-company.com/en/united-kingdom/,,Wholesale of textiles,Large (turnover >£36m or public co.)
MARUSSIA BEVERAGES UK LIMITED,https://marussiabeverages.co.uk/,,"Wholesale of wine, beer, spirits and other alcoholic beverages",Large (turnover >£36m or public co.)
NORTH DOWN (BELFAST) LIMITED,https://www.northdowngroup.com/,,Wholesale of fruit and vegetables,Large (turnover >£36m or public co.)
THIS WORKS PRODUCTS LIMITED,https://eu.thisworks.com/pages/company-information,,Wholesale of perfume and cosmetics,Large (turnover >£36m or public co.)
E P E INTERNATIONAL LIMITED,https://www.epeinternational.com/,,"Wholesale of radio, television goods & electrical household appliances (other than records, tapes, CD's & video tapes and the equipment used for playing them)",Large (turnover >£36m or public co.)
SPECTRUM MEDICAL INTERNATIONAL LIMITED,https://www.spectrummedical.com/,,Wholesale of other machinery and equipment,Large (turnover >£36m or public co.)
LOUNGE UNDERWEAR LIMITED,https://lounge.com/,,Retail sale of clothing in specialised stores,Large (turnover >£36m or public co.)
JGBM LTD,https://www.jgbm.co.uk/,,Wholesale of other office machinery and equipment,Large (turnover >£36m or public co.)
WEST ONE BATHROOMS LIMITED,https://westonebathrooms.com,,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Large (turnover >£36m or public co.)
BAUDER LIMITED,https://www.bauder.co.uk/?utm_source=google-my-business&utm_medium=organic&utm_campaign=local-listings-traffic,,Agents involved in the sale of timber and building materials,Large (turnover >£36m or public co.)
KIA UK LIMITED,https://www.kia.com/,,Sale of new cars and light motor vehicles,Large (turnover >£36m or public co.)
ASTELLAS PHARMA LTD.,https://www.astellas.com/en,,Wholesale of pharmaceutical goods,Large (turnover >£36m or public co.)
LYAL254 PUR CONSTRUCTION LIMITED,https://evolution5.co.uk/,,Construction of domestic buildings,Micro (turnover ≤£632k)
THE HASHCOMMA WHISKY CLUB LIMITED,https://whiskyclubuk.com,,"Wholesale of wine, beer, spirits and other alcoholic beverages",Micro (turnover ≤£632k)
AK WINE AND SPIRITS LIMITED,https://www.ackerwines.com,,Retail sale of beverages in specialised stores,Micro (turnover ≤£632k)
BLINDSBYPOST LTD,https://www.blindsbypost.co.uk,,Retail sale via mail order houses or via Internet,Micro (turnover ≤£632k)
RAILWAY HERALD LIMITED,https://www.railwayherald.com,,Publishing of  consumer and business journals and periodicals,Micro (turnover ≤£632k)
PHONEWORCS LIMITED,https://phoneworcs.com,,Wired telecommunications activities,Micro (turnover ≤£632k)
WIGWAM COMMUNICATIONS LIMITED,https://www.wigwampr.com,,Media representation services,Micro (turnover ≤£632k)
SYDENHAM BALTI N PIZZA LTD,https://sydenhambaltiandpizza.co.uk,,Other retail sale of food in specialised stores,Micro (turnover ≤£632k)
PEMBROKESHIRE SELF DRIVE HIRE AND VEHICLE SALES LIMITED,https://www.pembrokeshirecarandvansales.uk,,Renting and leasing of cars and light motor vehicles,Micro (turnover ≤£632k)
DEVELOPMENT CONSULTANTS INTERNATIONAL DISTRIBUTION LTD,https://www.dcid.uk,,Non-specialised wholesale trade,Micro (turnover ≤£632k)
THYROID PATIENT ADVOCACY,https://www.tpauk.com/main/,,Other human health activities,Micro (turnover ≤£632k)
G.W.R. ENGINEERING LIMITED,https://gwrengineering.co.uk/,,Manufacture of metal structures and parts of structures,Small (turnover ≤£10.2m)
SIEL ENERGY SYSTEMS LIMITED,https://sielenergy.co.uk/,,Manufacture of other electrical equipment,Small (turnover ≤£10.2m)
PEDDINGHAUS CORPORATION UK LIMITED,http://www.peddinghaus.com/,,Repair of machinery,Small (turnover ≤£10.2m)
CHARTFORD DEVELOPMENTS LIMITED,http://www.chartfordhomes.com/,,Construction of domestic buildings,Small (turnover ≤£10.2m)
THE DORMANT DISTILLERY COMPANY LIMITED,https://www.drinkmonger.com/,,Retail sale of beverages in specialised stores,Small (turnover ≤£10.2m)
GOLFBIDDER LIMITED,https://www.golfbidder.co.uk/,,"Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",Small (turnover ≤£10.2m)
FELLDALE RETAIL LIMITED,https://www.lakelandleather.co.uk/,,Retail sale of clothing in specialised stores,Small (turnover ≤£10.2m)
BLETCHLEY PARK COMPANY LIMITED,https://bletchleypark.org.uk,,Activities of conference organisers,Small (turnover ≤£10.2m)
BRITISH INTERNATIONAL INVESTMENT OVERSEAS LIMITED,https://www.bii.co.uk/en/,,Activities of venture and development capital companies,Small (turnover ≤£10.2m)
LOCHCARRON OF SCOTLAND LIMITED,https://www.lochcarron.co.uk/,,Weaving of textiles,Medium (turnover ≤£36m)
TRICEL COMPOSITES (GB) LIMITED,https://www.tricelcomposites.co.uk/,,Manufacture of other plastic products,Medium (turnover ≤£36m)
CAREY GLASS CHESTER,https://www.careyglass.com/,,Shaping and processing of flat glass,Medium (turnover ≤£36m)
VISTA THERM,https://www.vistatherm.ie/,,Shaping and processing of flat glass,Medium (turnover ≤£36m)
LUSCOMBE MOTORS LIMITED,https://www.luscombemotors.co.uk/,,Sale of new cars and light motor vehicles,Medium (turnover ≤£36m)
CAR WORLD (CAMBS) LTD,https://www.carworld.co.uk/,,Sale of used cars and light motor vehicles,Medium (turnover ≤£36m)
APAC GROUP LIMITED,https://www.apac.co.uk/,,Wholesale of household goods (other than musical instruments) n.e.c.,Medium (turnover ≤£36m)
JOHN SHAW AND SON LIMITED,https://www.johnshaws.co.uk/,,"Other urban, suburban or metropolitan passenger land transport (not underground, metro or similar)",Medium (turnover ≤£36m)
MPA RECRUITMENT LTD,http://www.mparecruitment.co.uk/,,Other activities of employment placement agencies,Medium (turnover ≤£36m)
SPOTLESS COMMERCIAL CLEANING LIMITED,https://www.spotlessclean.co.uk/,,General cleaning of buildings,Medium (turnover ≤£36m)
PREVENTX LIMITED,http://www.preventx.com/,,Other human health activities,Medium (turnover ≤£36m)
COATES & CO. (PLYMOUTH) LIMITED,http://plymouthgin.com/,,"Distilling, rectifying and blending of spirits",Large (turnover >£36m or public co.)
CONTOUR SHOWERS LIMITED,https://www.contour-showers.co.uk/contact-us,,Other manufacturing n.e.c.,Large (turnover >£36m or public co.)
OKARNO LIMITED,https://www.okarno.com/,,Manufacture of plaster products for construction purposes,Large (turnover >£36m or public co.)
COSENTINO UK LIMITED,https://www.cosentino.com/en-gb/,,"Cutting, shaping and finishing of stone",Large (turnover >£36m or public co.)
ENOC SERVICES (UK) LIMITED,http://www.enoc.com/,,Wholesale of petroleum and petroleum products,Large (turnover >£36m or public co.)
TRADESPARKY LIMITED,https://www.tradesparky.com/,,"Wholesale of radio, television goods & electrical household appliances (other than records, tapes, CD's & video tapes and the equipment used for playing them)",Large (turnover >£36m or public co.)
SYTNER LIMITED,https://www.sytner.co.uk/dealerships?utm_medium=business_place&utm_source=google&utm_campaign=sytner_group_ltd_google_business_place,,Sale of new cars and light motor vehicles,Large (turnover >£36m or public co.)
HARTWELL AUTOMOTIVE GROUP LIMITED,https://www.hartwell.co.uk/?utm_source=google+my+business&utm_medium=organic&utm_campaign=Google+My+Business+Head+Office+Website+Button,,Sale of new cars and light motor vehicles,Large (turnover >£36m or public co.)
BLICKLE CASTORS & WHEELS LTD,https://www.blickle.co.uk/,,Non-specialised wholesale trade,Large (turnover >£36m or public co.)
MARKWINS BEAUTY BRANDS INTERNATIONAL LIMITED,https://www.markwinsbeauty.com/,,Wholesale of perfume and cosmetics,Large (turnover >£36m or public co.)
WILLIAMS MEDICAL SUPPLIES LIMITED,https://www.wms.co.uk/,,Retail sale of medical and orthopaedic goods in specialised stores (not incl. hearing aids) n.e.c.,Large (turnover >£36m or public co.)
A.MARTIN BUNZL LIMITED,https://www.martinbunzl.co.uk/,,Non-specialised wholesale trade,Large (turnover >£36m or public co.)
T.K. COMPONENTS LIMITED,https://tkc.co.uk/,,Wholesale of household goods (other than musical instruments) n.e.c.,Large (turnover >£36m or public co.)
ANANTA MEDICARE LTD,https://anantamedicare.com/,,Wholesale of pharmaceutical goods,Large (turnover >£36m or public co.)
GRASS VALLEY BROADCAST SOLUTIONS LIMITED,https://www.grassvalley.com/,,Wholesale of electronic and telecommunications equipment and parts,Large (turnover >£36m or public co.)
E.L.C. (U.K.) LIMITED,https://elcuk.com/,,"Non-specialised wholesale of food, beverages and tobacco",Large (turnover >£36m or public co.)
ALLIED COMLINE LIMITED,https://alliednippon.com/,,Wholesale trade of motor vehicle parts and accessories,Large (turnover >£36m or public co.)
STELLA MCCARTNEY LTD,https://www.stellamccartney.com/us/en/,,Retail sale of clothing in specialised stores,Large (turnover >£36m or public co.)
BOBST UK & IRELAND LTD,https://www.bobst.com/,,Wholesale of other machinery and equipment,Large (turnover >£36m or public co.)
SOVINI TRADE SUPPLIES LIMITED,https://sovinitradesupplies.co.uk/,,Agents involved in the sale of timber and building materials,Large (turnover >£36m or public co.)
DOHLER (UK) LIMITED,https://www.doehler.com/en/,,"Non-specialised wholesale of food, beverages and tobacco",Large (turnover >£36m or public co.)
CLARKE INTERNATIONAL LIMITED,https://www.clarkeinternational.com/,,Other retail sale in non-specialised stores,Large (turnover >£36m or public co.)
PETSHOPBOWL LIMITED,https://www.petshop.co.uk/vet-meds,,"Other retail sale not in stores, stalls or markets",Large (turnover >£36m or public co.)
THE MASTERS GOLF COMPANY LIMITED,https://www.masters247.com/,,Non-specialised wholesale trade,Large (turnover >£36m or public co.)
VITALCARE TRADING (UK) LTD,https://vedhealthandbeautysupply.com/products,,Agents involved in the sale of a variety of goods,Large (turnover >£36m or public co.)
THE FASCIA PLACE LIMITED,https://thefasciaplace.co.uk/,,Agents involved in the sale of timber and building materials,Large (turnover >£36m or public co.)
RUSSELL'S (KIRBYMOORSIDE) LIMITED,https://russells.uk.com/,,"Wholesale of agricultural machinery, equipment and supplies",Large (turnover >£36m or public co.)
HEAL & SON LIMITED,https://www.heals.com/,,"Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",Large (turnover >£36m or public co.)
NEVIS MARKETING LIMITED,https://www.nevis.uk.com/,,Non-specialised wholesale trade,Large (turnover >£36m or public co.)
SINCLAIR GARAGES (PORT TALBOT) LIMITED,https://www.sinclairgroup.co.uk/,,Sale of new cars and light motor vehicles,Large (turnover >£36m or public co.)
PREMIER EXPORTS LONDON LTD,https://www.premierexports.co.uk/,,"Non-specialised wholesale of food, beverages and tobacco",Large (turnover >£36m or public co.)
ASD LIMITED,https://asd.ltd/,,Wholesale of metals and metal ores,Large (turnover >£36m or public co.)
ABRAM PULMAN & SONS LIMITED,https://www.pulmans.co.uk/?utm_source=gmb&utm_medium=organic&utm_campaign=west-yorkshire,,Wholesale of metals and metal ores,Large (turnover >£36m or public co.)
VOW EUROPE LIMITED,https://www.vowwholesale.co.uk/,,Non-specialised wholesale trade,Large (turnover >£36m or public co.)
LEIGHTON VANS LIMITED,https://www.leightonvans.co.uk/,,Sale of new cars and light motor vehicles,Large (turnover >£36m or public co.)
SEJ DISTRIBUTION LTD,https://www.globepackaging.co.uk/press.php,,Non-specialised wholesale trade,Large (turnover >£36m or public co.)
R. THOMPSON & SON (ARMAGH) LIMITED,https://www.farmlayeggs.co.uk/,,"Wholesale of dairy products, eggs and edible oils and fats",Large (turnover >£36m or public co.)
SINO INTERNATIONAL TRADING LIMITED,https://sinointernationaltrading.com:443/,,Wholesale of meat and meat products,Large (turnover >£36m or public co.)
DIURNAL LIMITED,https://www.immedica.com/en,,Wholesale of pharmaceutical goods,Large (turnover >£36m or public co.)
WILLIAM STRIKE LIMITED,https://www.klondyke.co.uk:443/,,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Large (turnover >£36m or public co.)
MURAD EUROPE LIMITED,https://www.murad.co.uk/,,Retail sale of cosmetic and toilet articles in specialised stores,Large (turnover >£36m or public co.)
PETERSHAM (UK) LIMITED,https://thepetershamcoventgarden.com/,,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Large (turnover >£36m or public co.)
JESSICA MCCORMACK LIMITED,http://jessicamccormack.com/,,Retail sale of watches and jewellery in specialised stores,Large (turnover >£36m or public co.)
GLAMORGAN BREWING COMPANY LIMITED,http://www.glamorganbeer.co.uk/,,"Wholesale of wine, beer, spirits and other alcoholic beverages",Large (turnover >£36m or public co.)
OFF WHITE OPERATING LONDON LIMITED,https://www.theboweroldst.com/,,Retail sale of clothing in specialised stores,Large (turnover >£36m or public co.)
GETECH LIMITED,https://www.getech.co.uk/,,"Wholesale of computers, computer peripheral equipment and software",Large (turnover >£36m or public co.)
NSL GROUP LIMITED,https://www.nslgroup.co.uk/,,Wholesale of pharmaceutical goods,Large (turnover >£36m or public co.)
PRIORY BUSINESS GROUP PLC,https://www.priorydirect.co.uk/,,Retail sale via mail order houses or via Internet,Large (turnover >£36m or public co.)
DHIMAN ENTERPRISES LIMITED,https://www.dhimanenterprises.com/,,Non-specialised wholesale trade,Large (turnover >£36m or public co.)
WEX EUROPE SERVICES (UK) LIMITED,https://www.wexinc.com/en-gb/,,Wholesale of petroleum and petroleum products,Large (turnover >£36m or public co.)
"FENWICK,LIMITED",https://www.fenwick.co.uk/stores/newcastle,,Other retail sale in non-specialised stores,Large (turnover >£36m or public co.)
SPAR (UK) LIMITED,https://spar-international.com/country/united-kingdom/,,"Wholesale of wine, beer, spirits and other alcoholic beverages",Large (turnover >£36m or public co.)
MAWDSLEY-BROOKS & COMPANY LIMITED,https://www.mawdsleys.co.uk/,,Wholesale of pharmaceutical goods,Large (turnover >£36m or public co.)
RAYBURN TRADING COMPANY LIMITED,https://www.rayburntrading.com/,,Wholesale of pharmaceutical goods,Large (turnover >£36m or public co.)
NATHANIEL CAR SALES LIMITED,https://www.nathanielcars.co.uk/,,Sale of new cars and light motor vehicles,Large (turnover >£36m or public co.)
DICK LOVETT (HUNGERFORD) LIMITED,https://www.dicklovetthungerfordbmw.co.uk/,,Sale of new cars and light motor vehicles,Large (turnover >£36m or public co.)
CYPROFOOD LIMITED,http://cyprofood.com/,,"Wholesale of fruit and vegetable juices, mineral water and soft drinks",Large (turnover >£36m or public co.)
KAZ MINERALS LIMITED,https://www.kazminerals.com/,,Wholesale of metals and metal ores,Large (turnover >£36m or public co.)
VOLANTE LIMITED,http://www.volante.uk.net/,,Wholesale of other intermediate products,Large (turnover >£36m or public co.)
MATALAN DIRECT LIMITED,https://www.matalan.co.uk/,,Retail sale via mail order houses or via Internet,Large (turnover >£36m or public co.)
TUFFIN INVESTMENTS LIMITED,https://www.midcounties.coop/,,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",Large (turnover >£36m or public co.)
METSA BOARD UK LIMITED,https://www.metsagroup.com/en-gb/metsawood/,,Non-specialised wholesale trade,Large (turnover >£36m or public co.)
INFINIGATE UK LTD,https://www.infinigate.com/uk/,,"Wholesale of computers, computer peripheral equipment and software",Large (turnover >£36m or public co.)
GRUNENTHAL LIMITED,https://www.grunenthal.co.uk/,,Wholesale of pharmaceutical goods,Large (turnover >£36m or public co.)
BALLYMENA BUSINESS CENTRE LIMITED,https://www.ballymenabusiness.co.uk/,,Other retail sale in non-specialised stores,Large (turnover >£36m or public co.)
RUTRONIK UK LIMITED,https://www.rutronik.com/,,Wholesale of electronic and telecommunications equipment and parts,Large (turnover >£36m or public co.)
FAPRICELA UK LIMITED,https://www.rox.co.uk/,,"Agents involved in the sale of fuels, ores, metals and industrial chemicals",Large (turnover >£36m or public co.)
SHERWOODS MOTOR GROUP LIMITED,https://www.sherwoodsmotorgroup.co.uk/,,Sale of new cars and light motor vehicles,Large (turnover >£36m or public co.)
WOOD'S COACHES LIMITED,https://www.nationalexpress.com/en,,Other passenger land transport,Large (turnover >£36m or public co.)
FRESH SERVICE LIMITED,https://www.freshservice.co.uk/,,Operation of warehousing and storage facilities for land transport activities,Large (turnover >£36m or public co.)
PROXIMO LIMITED,https://proximo.co.uk/,,"Other urban, suburban or metropolitan passenger land transport (not underground, metro or similar)",Large (turnover >£36m or public co.)
KINCHBUS LIMITED,https://www.kinchbus.co.uk/,,Other passenger land transport,Large (turnover >£36m or public co.)
SVL HEALTHCARE SERVICES LTD,https://svlhealthcareservices.co.uk/,,Other passenger land transport,Large (turnover >£36m or public co.)
DB CARGO (UK) LIMITED,https://uk.dbcargo.com/rail-uk-en,,Freight rail transport,Large (turnover >£36m or public co.)
GEORGE WALKER TRANSPORT MANCHESTER LIMITED,https://walkers-transport.co.uk/,,Freight transport by road,Large (turnover >£36m or public co.)
DAVID MACBRAYNE HR (UK) LIMITED,https://www.david-macbrayne.co.uk/,,Sea and coastal passenger water transport,Large (turnover >£36m or public co.)
CARRON PHOENIX LIMITED,https://www.carron.com/,,Operation of warehousing and storage facilities for land transport activities,Large (turnover >£36m or public co.)
MENZIES AVIATION (NL) LIMITED,https://menziesaviation.com/news/menzies-aviation-opens-new-global-headquarters-in-london/,,Service activities incidental to air transportation,Large (turnover >£36m or public co.)
TELS GLOBAL UK LIMITED,https://telsglobal.com/,,Freight rail transport,Large (turnover >£36m or public co.)
TRANS GLOBAL PROJECTS LIMITED,https://tglobal.com/,,Other transportation support activities,Large (turnover >£36m or public co.)
RALPH DAVIES INTERNATIONAL LIMITED,https://ralphdavies.co.uk/,,Freight transport by road,Large (turnover >£36m or public co.)
PROCTERS COACHES (NORTH YORKSHIRE) LIMITED,https://www.procterscoaches.com/,,Other passenger land transport,Large (turnover >£36m or public co.)
FRED. OLSEN CRUISE LINES LIMITED,https://www.fredolsen.co.uk/,,Sea and coastal passenger water transport,Large (turnover >£36m or public co.)
NTG ROAD UK LIMITED,https://country.ntg.com/,,Freight transport by road,Large (turnover >£36m or public co.)
STARFLIGHT AVIATION LIMITED,https://flystarflight.com/,,Non-scheduled passenger air transport,Large (turnover >£36m or public co.)
WESTERN BRIDGE (SHIPPING) LIMITED,https://ttc-tp.com/,,Sea and coastal freight water transport,Large (turnover >£36m or public co.)
ROBERT WALKER (HAULAGE) LIMITED,http://www.rwalkers.co.uk/,,Freight transport by road,Large (turnover >£36m or public co.)
NETJETS MANAGEMENT LIMITED,https://www.netjets.com/en-gb/?utm_source=google&utm_medium=organic&utm_campaign=LPM_google_GB,,Non-scheduled passenger air transport,Large (turnover >£36m or public co.)
CLEVELAND GROUP (HIRE AND SALES) LIMITED,https://www.cleveland-hire.co.uk/,,Other transportation support activities,Large (turnover >£36m or public co.)
FOWLER WELCH LIMITED,https://www.fowlerwelch.co.uk/,,Operation of warehousing and storage facilities for land transport activities,Large (turnover >£36m or public co.)
P W GATES DISTRIBUTION LIMITED,https://pwgates.co.uk/,,Freight transport by road,Large (turnover >£36m or public co.)
GARRETS INTERNATIONAL LIMITED,https://www.garrets.com/,,Operation of warehousing and storage facilities for land transport activities,Large (turnover >£36m or public co.)
NORWICH AIRPORT LIMITED,https://www.norwichairport.co.uk/,,Service activities incidental to air transportation,Large (turnover >£36m or public co.)
TOCA SOCIAL UK LIMITED,https://www.toca.social/,,Licensed restaurants,Large (turnover >£36m or public co.)
ARMAGH CITY HOTEL LIMITED,https://www.armaghcityhotel.com/,,Hotels and similar accommodation,Large (turnover >£36m or public co.)
VICTORIA LEAGUE FOR COMMONWEALTH FRIENDSHIP(THE),https://www.victorialeague.co.uk/,,Other accommodation,Large (turnover >£36m or public co.)
BEDS & BARS LIMITED,https://bedsandbars.com/,,Youth hostels,Large (turnover >£36m or public co.)
HODGKIN HOUSE LIMITED,https://www.hodgkinhouse.org.uk/,,Other accommodation,Large (turnover >£36m or public co.)
WARREN HOUSE HOTELS LIMITED,https://www.warrenhouse.com/,,Hotels and similar accommodation,Large (turnover >£36m or public co.)
HIGHLAND HOMELESS TRUST,https://homelesstrust.org.uk/,,Other accommodation,Large (turnover >£36m or public co.)
HARD ROCK CAFE (UK) LIMITED,https://cafe.hardrock.com/piccadilly-circus/#utm_source=Google&utm_medium=Yext&utm_campaign=Listings,,Licensed restaurants,Large (turnover >£36m or public co.)
CHECKIT EUROPE LIMITED,https://www.checkit.net/,,Business and domestic software development,Large (turnover >£36m or public co.)
MA EDUCATION & MUSIC LIMITED,https://careers.markallengroup.com/connect?department=ma-education-music,,Publishing of  consumer and business journals and periodicals,Large (turnover >£36m or public co.)
VEEAM SOFTWARE UK LIMITED,https://www.veeam.com/,,Other software publishing,Large (turnover >£36m or public co.)
INSPIRED THINKING GROUP (ITG) LIMITED,https://www.inspiredthinking.group/,,Information technology consultancy activities,Large (turnover >£36m or public co.)
IYUNO HOLDING I UK LIMITED,https://iyuno.com/,,"Motion picture, video and television programme post-production activities",Large (turnover >£36m or public co.)
HUGH SYMONS INFORMATION MANAGEMENT LTD,https://www.hsim.co.uk/,,"Data processing, hosting and related activities",Large (turnover >£36m or public co.)
ZSCALER UK LTD.,https://www.zscaler.com/,,Other information technology service activities,Large (turnover >£36m or public co.)
STARZPLAY DIRECT UK LIMITED,https://starzplay.com/en,,Motion picture distribution activities,Large (turnover >£36m or public co.)
COMBESGATE1 LTD.,https://www.shields-e.com/,,Other telecommunications activities,Large (turnover >£36m or public co.)
